0.0002	0.0014	0.0057	0.0229	0.0009	1435347000000
0.0002	0.0015	0.0059	0.0223	0.001	1435332600000
0.0001	0.0014	0.0056	0.0227	0.0011	1435318200000
0.0002	0.0015	0.006	0.0202	0.0012	1435303800000
0.0002	0.0016	0.0072	0.0263	0.0012	1435295991000
0.0002	0.0015	0.0064	0.0254	0.0011	1435292602000
0.0001	0.0006	0.0013	0.0255	0.0012	1435289400000
0.0001	0.0013	0.0047	0.0202	0.0011	1435275000000
0.0002	0.0012	0.0039	0.0209	0.0013	1435260600000
0.0001	0.0008	0.0016	0.0263	0.0014	1435246200000
0.0001	0.0016	0.0063	0.0224	0.0014	1435231800000
0.0002	0.0016	0.0063	0.0219	0.0014	1435217400000
0.0002	0.0018	0.0089	0.031	0.0018	1435207015000
0.0001	0.0015	0.0059	0.0232	0.0015	1435203000000
0.0002	0.0013	0.0042	0.0205	0.0012	1435113000000
0.0001	0.0009	0.0012	0.0227	0.0013	1435098600000
0.0002	0.0017	0.0069	0.0232	0.0014	1435084200000
0.0002	0.0017	0.0069	0.0232	0.0015	1435076538000
0.0002	0.0016	0.0063	0.0218	0.0015	1435073694000
0.0001	0.0015	0.0058	0.0203	0.0016	1435069800000
0.0001	0.0016	0.0061	0.0207	0.008	1435057142000
0	0	0	0.0216	0.0334	1435047854000
0.0002	0.0012	0.0011	0.0346	0.0014	1435035600000
0.0001	0.0014	0.005	0.024	0.0015	1435021200000
0.0002	0.0014	0.0044	0.0259	0.0016	1435006800000
0.0002	0.0009	0.0014	0.0304	0.0018	1434992400000
0.0002	0.0014	0.0054	0.0282	0.0018	1434978000000
0.0001	0.0015	0.0054	0.028	0.0016	1434963600000
0.0001	0.0014	0.0045	0.0265	0.0014	1434949200000
0.0001	0.0008	0.0011	0.0306	0.0015	1434934800000
0.0001	0.0015	0.0052	0.025	0.0014	1434920400000
0.0002	0.0015	0.0048	0.0237	0.0014	1434906000000
0.0001	0.0011	0.0017	0.0277	0.0014	1434891600000
0.0002	0.002	0.007	0.0295	0.0015	1434879623000
0.0002	0.0018	0.0066	0.0276	0.0012	1434877200000
0.0002	0.0017	0.007	0.0276	0.0017	1434869873000
0.0001	0.002	0.0083	0.0422	0.0011	1434862800000
0.0001	0.0008	0.0004	0.0407	0.0000Y3	1434848400000
0.0001	0.0008	0.0004	0.0407	0.0000Y3	1434834000000
0.0002	0.0017	0.006	0.0351	0.0011	1434819600000
0.0002	0.0018	0.0053	0.0392	0.0014	1434805200000
0.0001	0.0013	0.0019	0.0485	0.0015	1434790800000
0.0002	0.0028	0.014	0.1248	0.0018	1434778805000
0	0	0	0	0.0000Y3	1434776400000
0.0001	0.0015	0.0052	0.0305	0.0000Y3	1434762000000
0.0001	0.0014	0.0048	0.034	0.0014	1434747600000
0.0001	0.001	0.001	0.0392	0.0012	1434733200000
0.0001	0.0016	0.005	0.0351	0.0014	1434718800000
0.0002	0.0017	0.005	0.038	0.0015	1434704400000
0.0002	0.0019	0.0058	0.0294	0.0014	1434690000000
0.0002	0.0019	0.0055	0.0297	0.0014	1434687820000
0.0002	0.0018	0.0052	0.0348	0.0014	1434684235000
0.0001	0.0015	0.0016	0.0397	0.0013	1434681520000
0.0001	0.0017	0.0057	0.0367	0.0016	1434675600000
0.0001	0.0017	0.0055	0.0381	0.0013	1434661200000
0.0001	0.0016	0.0046	0.0413	0.0013	1434646800000
0.0001	0.0015	0.0042	0.056	0.0016	1434632400000
0.0001	0.0016	0.0042	0.0737	0.0015	1434618000000
0.0002	0.0018	0.0043	0.0707	0.0016	1434603600000
0.0001	0.0015	0.0023	0.0496	0.0016	1434589200000
0	0.0019	0.0042	0.0536	0.0018	1434574800000
0	0.0017	0.004	0.0585	0.0024	1434560400000
0	0.0017	0.0043	0.0785	0.0024	1434546000000
0	0.0015	0.0072	0.1604	0.0025	1434531600000
0.0002	0.003	0.0178	0.5827	0.0029	1434517200000
0.0005	0.0006	0	0.031	0.0056	1434502800000
0.0003	0.0013	0.0041	0.0229	0.0024	1434488400000
0.0006	0.002	0.0056	0.0218	0.0029	1434474000000
0.0005	0.0016	0.0048	0.0271	0.0039	1434459600000
0.0005	0.0011	0	0.0353	0.0033	1434445200000
0.0005	0.0018	0.0045	0.0289	0.004	1434430800000
0.0006	0.0017	0.004	0.0263	0.0035	1434416400000
0.0005	0.0011	0	0.0404	0.005	1434402000000
0.0005	0.0018	0.006	0.0305	0.0051	1434387600000
0.0006	0.0018	0.0062	0.043	0.0069	1434373200000
0.0006	0.0017	0.0054	0.0235	0.0075	1434358800000
0.0006	0.0019	0.007	0.0308	0.0039	1434344400000
0.0006	0.0019	0.007	0.0308	0.0027	1434339895000
0	0	0	0	0.028	1434337522000
0.0006	0.0019	0.007	0.0308	0.0278	1434335025000
0.0005	0.0023	0.0065	0.0392	0.004	1434330000000
0.0005	0.002	0.0057	0.0338	0.0034	1434315600000
0.0004	0.0011	0	0.0352	0.0029	1434301200000
0.0006	0.0021	0.0072	0.04	0.0027	1434286800000
0.0006	0.0021	0.0072	0.04	0.0023	1434272400000
0.0006	0.0017	0.0058	0.032	0.0024	1434258000000
0.0004	0.0009	0	0.0356	0.002	1434243600000
0.0005	0.0015	0.0063	0.0272	0.0022	1434229200000
0.0005	0.0015	0.006	0.026	0.0018	1434214800000
0.0004	0.0006	0	0.0307	0.0018	1434200400000
0.0006	0.0016	0.0062	0.0304	0.0018	1434186000000
0.0006	0.0016	0.0062	0.0304	0.0016	1434171600000
0.0005	0.0015	0.0054	0.0336	0.0018	1434157200000
0.0003	0.0008	0	0.0376	0.0027	1434142800000
0.0006	0.0019	0.006	0.0356	0.0025	1434128400000
0.0005	0.002	0.006	0.0372	0.0031	1434114000000
0.0006	0.0022	0.0071	0.0454	0.0026	1434099600000
0.0007	0.0026	0.0054	0.0473	0.0018	1434093857000
0.0004	0.0009	0	0.0375	0.0024	1434091100000
0	0	0	0	0.0566	1434087691000
0	0	0	0	0.0123	1434085200000
0.0006	0.0013	0.0052	0.0537	0.002	1434070800000
0.0006	0.0012	0.0049	0.0502	0.022	1434056400000
0.0005	0.0007	0	0.0478	0.0017	1434042000000
0.0005	0.0011	0.0048	0.0437	0.0149	1434027600000
0.0005	0.0011	0.0046	0.0391	0.0014	1434013200000
0.0007	0.001	0.005	0.0401	0.0016	1434001305000
0.0004	0.0004	0	0.0408	0.0168	1433998800000
0.0005	0.0008	0.004	0.0385	0.0011	1433983530000
0.0005	0.0008	0.004	0.0385	0.0011	1433969130000
0.0006	0.0009	0.0038	0.0404	0.0013	1433954730000
0.0005	0.0003	0	0.0464	0.0014	1433940330000
0.0004	0.001	0.0049	0.0497	0.0018	1433925930000
0.0016	0.0007	0.0074	0.0477	0.0018	1433911530000
0.0009	0.001	0	0.0383	0.0018	1433897130000
0.0007	0.0012	0	0.0322	0.002	1433882730000
0.0007	0.0012	0	0.0322	0.0021	1433868330000
0.0006	0.0013	0	0.0293	0.002	1433853930000
0.0005	0.0013	0	0.0282	0.0019	1433839530000
0.0007	0.0009	0.0035	0.0387	0.0026	1433831425000
0	0	0	0	0.0306	1433829366000
0	0	0	0	0.0022	1433827395000
0.0007	0.0009	0.0035	0.0387	0.0022	1433825130000
0.0007	0.0011	0.0029	0.0406	0.0024	1433816117000
0	0	0	0	0.0000Y3	1433815663000
0.0009	0.0003	0.0024	0.048	0.0000Y3	1433810730000
0.0009	0.0003	0.0024	0.048	0.0000Y3	1433796330000
0.0009	0.0003	0.0024	0.048	0.0029	1433781930000
0.0028	0.0004	0.0063	0.0515	0.0033	1433767530000
0.0022	0.0005	0.0061	0.0591	0.0031	1433753130000
0.0101	0.0103	0.0486	0.1077	0.0033	1433738730000
0.0087	0.0086	0.0376	0.1054	0.0298	1433732388000
0	0	0	0	0.0000Y4	1433729262000
0.0006	0.0006	0.0057	0.0734	0.0000Y3	1433724330000
0.0006	0.0006	0.0057	0.0734	0.0000Y3	1433709930000
0.0006	0.0006	0.0057	0.0734	0.0024	1433695530000
0.0007	0.0004	0	0.0805	0.0024	1433681130000
0.0011	0.0007	0.0069	0.0714	0.0026	1433666730000
0.0008	0.0008	0.0068	0.0777	0.0028	1433652330000
0.0004	0.0004	0	0.0711	0.002	1433637930000
0.0006	0.0012	0.0039	0.075	0.0000Y3	1433623530000
0.0006	0.0012	0.0039	0.075	0.0016	1433609130000
0.0006	0.0013	0.0038	0.0651	0.0015	1433594730000
0.0006	0.0002	0	0.0653	0.0015	1433580330000
0.0005	0.0014	0.0041	0.0481	0.0016	1433565930000
0.0006	0.0012	0.0042	0.0304	0.0017	1433551530000
0.0005	0.0005	0	0.0362	0.0022	1433537130000
0.0005	0.0013	0.0046	0.0363	0.0021	1433522730000
0.0003	0.0005	0	0.0388	0.0021	1433508330000
0.0005	0.0004	0	0.0385	0.0000Y3	1433493930000
0.0005	0.0004	0	0.0385	0.0000Y3	1433479530000
0.0005	0.0004	0	0.0385	0.0000Y3	1433465130000
0.0005	0.0004	0	0.0385	0.0000Y3	1433450730000
0.0005	0.0004	0	0.0385	0.0021	1433436330000
0.0005	0.0016	0.005	0.0388	0.0022	1433421930000
0.0005	0.0015	0.0048	0.04	0.0024	1433407530000
0.0006	0.0014	0.0033	0.0401	0.002	1433393130000
0.0004	0.0004	0	0.0362	0.0015	1433378730000
0.0005	0.0013	0.0032	0.0308	0.0015	1433364330000
0.0005	0.0012	0.0025	0.0315	0.0015	1433349930000
0.0004	0.0006	0	0.039	0.0017	1433335530000
0.0005	0.0015	0.0047	0.0215	0.0000Y3	1433321130000
0.0005	0.0015	0.0047	0.0215	0.0023	1433306730000
0.0006	0.0013	0.0037	0.0208	0.0024	1433299578000
0.0004	0.0006	0	0.0254	0.0023	1433292330000
0.0008	0.0015	0.0047	0.0058	0.0000Y3	1433277930000
0.0008	0.0015	0.0047	0.0058	0.0000Y3	1433263530000
0.0008	0.0015	0.0047	0.0058	0.0000Y3	1433249130000
0.0008	0.0015	0.0047	0.0058	0.0000Y3	1433234730000
0.0008	0.0015	0.0047	0.0058	0.0016	1433222993000
0	0	0	0	0.0028	1433220330000
0.0095	0.0091	0.0426	0.1111	0.0092	1433214818000
0.0005	0.0014	0.0042	0.0179	0.0019	1433205930000
0.0006	0.0014	0.0042	0.0179	0.002	1433191530000
0.0005	0.0003	0	0.0186	0.0022	1433177130000
0.0005	0.0013	0.004	0.0166	0.002	1433162730000
0.0006	0.0013	0.0035	0.0178	0.0018	1433148330000
0.0005	0.0004	0	0.0183	0.0019	1433133930000
0.0005	0.0013	0.0046	0.0142	0.0018	1433119530000
0.0005	0.0014	0.0056	0.0137	0.0019	1433105130000
0.0005	0.0013	0.0053	0.0144	0.0019	1433090730000
0.0004	0.0004	0	0.016	0.002	1433076330000
0.0005	0.0014	0.005	0.0139	0.0022	1433061930000
0.0005	0.0012	0.0048	0.0144	0.0019	1433047530000
0.0004	0.0004	0	0.0188	0.0022	1433033130000
0.0005	0.0014	0.0047	0.0128	0.0019	1433018730000
0.0005	0.0015	0.0067	0.0117	0.0023	1433004330000
0.0006	0.0013	0.0031	0.0129	0.0021	1432989930000
0.0006	0.0004	0	0.0136	0.0023	1432975530000
0.0005	0.0014	0.0039	0.0122	0.0023	1432961130000
0.0006	0.0014	0.0036	0.0131	0.0024	1432946730000
0.0003	0.0003	0	0.0139	0.0023	1432932330000
0.0005	0.0014	0.0032	0.0118	0.0028	1432917930000
0.0005	0.0015	0.0037	0.0118	0.0028	1432903530000
0.0006	0.0015	0.0035	0.0139	0.003	1432889130000
0.0007	0.0014	0.0031	0.0213	0.0275	1432874730000
0.0003	0.0003	0	0.0202	0.0317	1432870649000
0.0005	0.0014	0.0023	0.0167	0.0018	1432855860000
0.0005	0.0014	0.0029	0.0172	0.0019	1432841460000
0.0005	0.0015	0.0032	0.0174	0.0021	1432827060000
0.0005	0.0015	0.0041	0.0173	0.0018	1432812660000
0.0005	0.0015	0.0044	0.0182	0.0012	1432798260000
0.0007	0.0018	0.0057	0.0185	0.0025	1432783860000
0.0003	0.0005	0	0.0175	0.0023	1432769460000
0.0005	0.0015	0	0.016	0.0028	1432755060000
0.0005	0.0013	0	0.0139	0.0026	1432740660000
0.0005	0.0015	0	0.0108	0.0029	1432726260000
0.0002	0.0018	0.005	0.0173	0.0024	1432711860000
0.0002	0.0017	0.0047	0.0123	0.0028	1432697460000
0.0002	0.0017	0.0041	0.0127	0.0028	1432683060000
0.0001	0.0008	0.0007	0.0134	0.0026	1432668660000
0.0001	0.0018	0.0058	0.0144	0.0026	1432654260000
0.0001	0.0019	0.0058	0.0169	0.0032	1432639860000
0.0001	0.0018	0.0057	0.0143	0.003	1432625460000
0.0002	0.0019	0.0058	0.0151	0.003	1432611060000
0.0002	0.0017	0.0056	0.0163	0.0031	1432596660000
0.0002	0.0017	0.0051	0.0146	0.0032	1432582260000
0.0001	0.001	0	0.0154	0.0031	1432567860000
0.0002	0.0021	0.0055	0.0206	0.0029	1432553460000
0.0003	0.002	0.0053	0.015	0.0035	1432539060000
0.0002	0.0023	0.0055	0.0189	0.0031	1432535279000
0.0097	0.0106	0.0471	0.1042	0.0281	1432532271000
0.009	0.0094	0.0434	0.0989	0.0028	1432529671000
0	0.0007	0.0002	0.0152	0.0028	1432519200000
0.0002	0.0017	0.0056	0.016	0.0029	1432504800000
0.0002	0.0018	0.0055	0.0163	0.0035	1432490400000
0.0002	0.0017	0.0049	0.0159	0.0031	1432476000000
0.0001	0.0007	0.0003	0.0179	0.0033	1432461600000
0.0002	0.0019	0.0049	0.016	0.003	1432447200000
0.0002	0.0017	0.0046	0.0166	0.0033	1432432800000
0.0002	0.0013	0	0.0167	0.0031	1432418400000
0.0001	0.0016	0.0054	0.0158	0.0033	1432404000000
0.0002	0.0016	0.0052	0.0156	0.0036	1432389600000
0.0002	0.0016	0.0047	0.016	0.0042	1432375200000
0.0001	0.001	0.0006	0.0175	0.0036	1432360800000
0.0002	0.0017	0.0043	0.0162	0.0037	1432346400000
0.0002	0.0015	0.0038	0.0165	0.004	1432332000000
0.0001	0.0008	0.0009	0.0164	0.0037	1432317600000
0.0001	0.0017	0.0049	0.0183	0.0041	1432303200000
0.0001	0.0017	0.0049	0.0183	0.0043	1432288800000
0.0002	0.0018	0.0052	0.0183	0.0048	1432274400000
0	0.0016	0.0053	0.018	0.0059	1432260000000
0.0001	0.0015	0.0052	0.0184	0.0071	1432245600000
0.0001	0.0016	0.0049	0.0203	0.0084	1432231200000
0.0002	0.0011	0.0002	0.0253	0.0095	1432216800000
0.0002	0.0024	0.0044	0.0256	0.0113	1432202400000
0.0002	0.0022	0.0045	0.0287	0.0126	1432188000000
0.0001	0.0019	0.0042	0.0278	0.011	1432173600000
0.0004	0.0007	0.0005	0.0305	0.0096	1432159200000
0	0.0014	0.0053	0.0282	0.0097	1432144800000
0.0001	0.0014	0.0053	0.0269	0.004	1432130400000
0.0001	0.0014	0.0053	0.0265	0.0047	1432116000000
0.0001	0.0014	0.0054	0.0267	0.0036	1432101600000
0.0001	0.0014	0.0053	0.0266	0.0029	1432087200000
0.0002	0.0014	0.0046	0.0265	0.0028	1432072800000
0.0005	0.0008	0	0.0286	0.0029	1432058400000
0.0002	0.0015	0.0053	0.0275	0.0027	1432044000000
0.0002	0.0016	0.0051	0.0277	0.0027	1432029600000
0.0099	0.0095	0.0469	0.102	0.0027	1432023404000
0.0002	0.0016	0.0047	0.0265	0.0294	1432021043000
0.0001	0.0007	0.0005	0.0348	0.0027	1432015200000
0.0003	0.0015	0.0064	0.0623	0.0017	1432000800000
0.0002	0.0014	0.0074	0.0218	0.003	1431741600000
0.0001	0.0015	0.0073	0.0208	0.0028	1431727200000
0.0001	0.0008	0.0029	0.02	0.0028	1431712800000
0.0002	0.0016	0.0064	0.0183	0.0029	1431698400000
0.0003	0.0015	0.0063	0.0172	0.0029	1431684000000
0.0001	0.0015	0.0055	0.0155	0.0032	1431669600000
0.0002	0.0006	0.0014	0.0154	0.0026	1431655200000
0.0002	0.0012	0.0073	0.019	0.002	1431640800000
0.0004	0.0013	0.0069	0.0193	0.0019	1431626400000
0.0001	0.0006	0.0006	0.0185	0.0022	1431612000000
0.0002	0.0014	0.006	0.0184	0.0022	1431597600000
0.0002	0.0014	0.0054	0.0168	0.002	1431583200000
0.0002	0.0013	0.0046	0.017	0.0017	1431568800000
0	0.0004	0.0022	0.0165	0.0021	1431554400000
0.0001	0.0012	0.0072	0.0198	0.0024	1431540000000
0.0001	0.0013	0.0067	0.0206	0.0023	1431525600000
0.0003	0.0005	0.0014	0.0223	0.0019	1431511200000
0.0002	0.0007	0.0007	0.0169	0.0022	1431496800000
0.0002	0.0014	0.0064	0.0179	0.0025	1431482400000
0.0001	0.0013	0.006	0.018	0.002	1431468000000
0.0001	0.0006	0	0.018	0.0017	1431453600000
0.0002	0.0013	0.0061	0.0173	0.0022	1431439200000
0.0002	0.0015	0.0059	0.0171	0.0021	1431424800000
0.0002	0.0013	0.0057	0.0169	0.002	1431410400000
0.0002	0.0006	0.0007	0.0167	0.0022	1431396000000
0.0002	0.0013	0.006	0.0173	0.0016	1431381600000
0.0002	0.0013	0.0059	0.0166	0.002	1431367200000
0.0002	0.0006	0.0024	0.015	0.002	1431352800000
0.0001	0.0013	0.006	0.0151	0.0021	1431338400000
0.0002	0.0015	0.0076	0.0169	0.0021	1431324000000
0	0	0	0	0.0029	1431321530000
